Null (reference),Null (threshold),Full,Null (reference)_ave,Null (threshold)_ave,Full_ave
11870.0,12176.0,27319.0,11.9,12.2,27.3
11978.0,11645.0,27772.0,12.0,11.7,27.8
12140.0,11823.0,27428.0,12.2,11.8,27.5
12136.0,12071.0,27689.0,12.1,12.1,27.7
11818.0,11758.0,28177.0,11.8,11.8,28.2
12943.0,11800.0,27498.0,13.0,11.8,27.5
11898.0,11885.0,27449.0,11.9,11.9,27.5
11358.0,12176.0,28774.0,11.4,12.2,28.8
11262.0,11636.0,27732.0,11.3,11.6,27.8
11555.0,12373.0,28216.0,11.6,12.4,28.2
11579.0,11836.0,27724.0,11.6,11.8,27.8
12334.0,12343.0,28377.0,12.3,12.4,28.4
11537.0,12024.0,27536.0,11.5,12.0,27.6
11347.0,12357.0,27991.0,11.4,12.4,28.0
13223.0,12387.0,27954.0,13.2,12.4,28.0
12916.0,12167.0,27147.0,12.9,12.2,27.2
12079.0,11950.0,27537.0,12.1,12.0,27.6
11789.0,12119.0,27707.0,11.8,12.1,27.7
12350.0,11923.0,28700.0,12.4,11.9,28.7
11145.0,11745.0,28800.0,11.2,11.8,28.8
12109.0,11760.0,28809.0,12.1,11.8,28.8
12237.0,11720.0,28260.0,12.2,11.7,28.3
12936.0,11862.0,28164.0,12.9,11.9,28.2
12344.0,12097.0,28564.0,12.4,12.1,28.6
13142.0,11641.0,27620.0,13.2,11.7,27.6
10927.0,11965.0,27968.0,10.9,12.0,28.0
11711.0,11771.0,28453.0,11.7,11.8,28.5
12638.0,12082.0,27382.0,12.7,12.1,27.4
12111.0,12114.0,27460.0,12.1,12.1,27.5
12654.0,12070.0,28104.0,12.7,12.1,28.1
11917.0,12209.0,27965.0,11.9,12.2,28.0
12148.0,12068.0,27755.0,12.2,12.1,27.8
12575.0,12072.0,28483.0,12.6,12.1,28.5
11595.0,11905.0,27965.0,11.6,11.9,28.0
11382.0,11817.0,28268.0,11.4,11.8,28.3
10692.0,11997.0,28278.0,10.7,12.0,28.3
11766.0,11862.0,28444.0,11.8,11.9,28.5
12317.0,11865.0,27208.0,12.3,11.9,27.2
12449.0,11966.0,27371.0,12.5,12.0,27.4
12658.0,11894.0,28937.0,12.7,11.9,29.0
12669.0,11919.0,28285.0,12.7,11.9,28.3
10727.0,11755.0,27941.0,10.7,11.8,28.0
11924.0,11789.0,27314.0,11.9,11.8,27.3
11545.0,11892.0,27968.0,11.6,11.9,28.0
11890.0,12081.0,27823.0,11.9,12.1,27.9
10678.0,11948.0,27337.0,10.7,12.0,27.4
11460.0,12109.0,26226.0,11.5,12.1,26.3
13038.0,11679.0,28965.0,13.1,11.7,29.0
12329.0,11938.0,28748.0,12.3,11.9,28.8
12068.0,11741.0,29120.0,12.1,11.8,29.1
11792.0,11886.0,27744.0,11.8,11.9,27.8
13207.0,12244.0,28074.0,13.2,12.3,28.1
12987.0,12456.0,27909.0,13.0,12.5,27.9
12587.0,11946.0,27964.0,12.6,12.0,28.0
12506.0,11889.0,28275.0,12.5,11.9,28.3
11666.0,11752.0,26928.0,11.7,11.8,27.0
11792.0,11955.0,27691.0,11.8,12.0,27.7
11557.0,12239.0,28652.0,11.6,12.3,28.7
12242.0,12075.0,28877.0,12.3,12.1,28.9
12215.0,11853.0,28542.0,12.2,11.9,28.6
11864.0,12319.0,28131.0,11.9,12.3,28.2
12586.0,12378.0,27877.0,12.6,12.4,27.9
12471.0,12300.0,28766.0,12.5,12.3,28.8
12538.0,11983.0,27841.0,12.6,12.0,27.9
12413.0,12268.0,27944.0,12.4,12.3,28.0
11424.0,12121.0,27657.0,11.4,12.1,27.7
13176.0,11897.0,27721.0,13.2,11.9,27.7
11705.0,12415.0,28423.0,11.7,12.4,28.5
12142.0,11395.0,28600.0,12.2,11.4,28.6
12267.0,12136.0,28163.0,12.3,12.1,28.2
11978.0,11903.0,28038.0,12.0,11.9,28.1
11805.0,12773.0,28036.0,11.8,12.8,28.1
12061.0,12238.0,27823.0,12.1,12.3,27.9
12835.0,12018.0,28375.0,12.8,12.0,28.4
12326.0,12210.0,28406.0,12.3,12.2,28.4
12479.0,12014.0,28398.0,12.5,12.0,28.4
11968.0,12004.0,27521.0,12.0,12.0,27.5
12224.0,11882.0,27568.0,12.2,11.9,27.6
12032.0,12074.0,27637.0,12.0,12.1,27.7
12939.0,11993.0,27004.0,13.0,12.0,27.0
12541.0,12086.0,28807.0,12.6,12.1,28.8
11777.0,12199.0,28277.0,11.8,12.2,28.3
12925.0,12289.0,29130.0,12.9,12.3,29.2
12476.0,12075.0,28404.0,12.5,12.1,28.4
11049.0,12128.0,28772.0,11.1,12.1,28.8
12377.0,12158.0,29123.0,12.4,12.2,29.2
11861.0,12622.0,27128.0,11.9,12.6,27.2
12485.0,11885.0,27631.0,12.5,11.9,27.7
12536.0,12095.0,29032.0,12.5,12.1,29.1
12597.0,11950.0,27435.0,12.6,12.0,27.5
11381.0,12345.0,28000.0,11.4,12.4,28.0
11871.0,12141.0,28427.0,11.9,12.2,28.5
12272.0,12436.0,27796.0,12.3,12.4,27.8
11982.0,11836.0,27609.0,12.0,11.8,27.6
12825.0,12190.0,28438.0,12.8,12.2,28.5
12722.0,11861.0,28518.0,12.7,11.9,28.5
11783.0,11932.0,28728.0,11.8,11.9,28.8
12369.0,12508.0,27893.0,12.4,12.5,27.9
12818.0,12226.0,28864.0,12.8,12.2,28.9
12509.0,12296.0,28185.0,12.5,12.3,28.2
12434.0,11839.0,28075.0,12.4,11.9,28.1
12232.0,12044.0,28010.0,12.2,12.1,28.0
12535.0,11928.0,27144.0,12.5,11.9,27.2
12266.0,12378.0,28621.0,12.3,12.4,28.6
12449.0,12056.0,27330.0,12.5,12.1,27.4
11222.0,12035.0,28370.0,11.2,12.0,28.4
12598.0,12212.0,28149.0,12.6,12.2,28.2
11530.0,11975.0,27893.0,11.5,12.0,27.9
12802.0,12083.0,28495.0,12.8,12.1,28.5
12973.0,12287.0,27636.0,13.0,12.3,27.7
12376.0,12201.0,27407.0,12.4,12.2,27.4
11831.0,12244.0,28372.0,11.8,12.3,28.4
12997.0,12310.0,27288.0,13.0,12.3,27.3
12430.0,12206.0,28657.0,12.4,12.2,28.7
12525.0,12417.0,27747.0,12.5,12.4,27.8
11590.0,12303.0,28270.0,11.6,12.3,28.3
12199.0,12101.0,27975.0,12.2,12.1,28.0
12754.0,11963.0,28066.0,12.8,12.0,28.1
11579.0,12266.0,28158.0,11.6,12.3,28.2
12525.0,12052.0,28329.0,12.5,12.1,28.4
12766.0,12291.0,27054.0,12.8,12.3,27.1
11835.0,12422.0,28446.0,11.8,12.4,28.5
11499.0,12198.0,27801.0,11.5,12.2,27.8
11786.0,12347.0,29103.0,11.8,12.4,29.1
12860.0,12157.0,28805.0,12.9,12.2,28.8
12367.0,12658.0,28755.0,12.4,12.7,28.8
12215.0,12459.0,27938.0,12.2,12.5,28.0
11567.0,12400.0,29258.0,11.6,12.4,29.3
11363.0,12559.0,28356.0,11.4,12.6,28.4
11995.0,11843.0,28215.0,12.0,11.9,28.2
12605.0,12535.0,27936.0,12.6,12.5,28.0
12332.0,11960.0,28164.0,12.3,12.0,28.2
12819.0,12086.0,27549.0,12.8,12.1,27.6
12483.0,12037.0,29192.0,12.5,12.0,29.2
12270.0,12134.0,28732.0,12.3,12.1,28.8
11964.0,12418.0,27719.0,12.0,12.4,27.7
12789.0,12751.0,28304.0,12.8,12.8,28.3
12508.0,12264.0,27933.0,12.5,12.3,28.0
12650.0,12080.0,28112.0,12.7,12.1,28.1
12982.0,12498.0,28415.0,13.0,12.5,28.4
11895.0,12444.0,28512.0,11.9,12.5,28.5
12309.0,11929.0,27422.0,12.3,11.9,27.4
12244.0,12247.0,28958.0,12.3,12.3,29.0
12763.0,12496.0,27997.0,12.8,12.5,28.0
12189.0,12087.0,27838.0,12.2,12.1,27.9
12959.0,12577.0,27774.0,13.0,12.6,27.8
12277.0,12158.0,28556.0,12.3,12.2,28.6
12278.0,11938.0,28950.0,12.3,11.9,29.0
12287.0,12327.0,28382.0,12.3,12.3,28.4
11138.0,12337.0,29580.0,11.1,12.3,29.6
12535.0,11927.0,28238.0,12.5,11.9,28.3
12317.0,12249.0,28182.0,12.3,12.3,28.2
12002.0,12385.0,27909.0,12.0,12.4,27.9
12097.0,12439.0,28480.0,12.1,12.5,28.5
12103.0,12127.0,28874.0,12.1,12.1,28.9
11619.0,12243.0,28568.0,11.6,12.3,28.6
11638.0,12307.0,28382.0,11.6,12.3,28.4
12149.0,12157.0,28212.0,12.2,12.2,28.2
13193.0,12285.0,27942.0,13.2,12.3,28.0
11842.0,12198.0,27615.0,11.9,12.2,27.6
13845.0,12178.0,27264.0,13.9,12.2,27.3
11949.0,12397.0,28095.0,12.0,12.4,28.1
11458.0,12054.0,28433.0,11.5,12.1,28.5
12428.0,11988.0,29123.0,12.4,12.0,29.2
11953.0,12133.0,28360.0,12.0,12.1,28.4
12525.0,12433.0,27619.0,12.5,12.4,27.6
11227.0,11817.0,27478.0,11.2,11.8,27.5
12566.0,12149.0,28345.0,12.6,12.2,28.4
12169.0,12397.0,29016.0,12.2,12.4,29.0
12681.0,12147.0,28212.0,12.7,12.2,28.2
12523.0,12242.0,29098.0,12.5,12.3,29.1
12319.0,12453.0,28919.0,12.3,12.5,28.9
12449.0,12504.0,28777.0,12.5,12.5,28.8
12782.0,12297.0,28725.0,12.8,12.3,28.8
12013.0,12094.0,28776.0,12.0,12.1,28.8
12409.0,12423.0,28193.0,12.4,12.4,28.2
12349.0,12304.0,27825.0,12.4,12.3,27.9
12766.0,12468.0,28306.0,12.8,12.5,28.3
12538.0,12140.0,28423.0,12.6,12.2,28.5
12645.0,12538.0,28439.0,12.7,12.6,28.5
12805.0,12309.0,28254.0,12.8,12.3,28.3
12558.0,12329.0,27814.0,12.6,12.3,27.8
12487.0,12042.0,28787.0,12.5,12.1,28.8
11745.0,12128.0,27818.0,11.8,12.1,27.8
12607.0,12403.0,27195.0,12.6,12.4,27.2
13238.0,12595.0,27348.0,13.3,12.6,27.4
12210.0,12170.0,28299.0,12.2,12.2,28.3
12308.0,12631.0,28141.0,12.3,12.6,28.2
12259.0,12357.0,28701.0,12.3,12.4,28.7
12708.0,12403.0,28358.0,12.7,12.4,28.4
13401.0,12094.0,27602.0,13.4,12.1,27.6
12334.0,12465.0,27525.0,12.3,12.5,27.6
13292.0,12189.0,28312.0,13.3,12.2,28.3
12043.0,12660.0,28474.0,12.1,12.7,28.5
12164.0,11831.0,28631.0,12.2,11.8,28.7
13719.0,12140.0,27591.0,13.7,12.2,27.6
12146.0,12536.0,28031.0,12.2,12.5,28.1
12514.0,12298.0,29283.0,12.5,12.3,29.3
12500.0,12305.0,28498.0,12.5,12.3,28.5
11791.0,12446.0,28845.0,11.8,12.5,28.9
11851.0,12507.0,28331.0,11.9,12.5,28.4
12036.0,12467.0,28113.0,12.0,12.5,28.1
12181.0,12269.0,27789.0,12.2,12.3,27.8
10832.0,9811.0,24712.0,10.8,9.8,24.7
10980.0,10012.0,24057.0,11.0,10.0,24.1
10628.0,9862.0,25062.0,10.6,9.9,25.1
10698.0,10199.0,24885.0,10.7,10.2,24.9
11052.0,10125.0,23968.0,11.1,10.1,24.0
10271.0,10473.0,24423.0,10.3,10.5,24.4
10827.0,9997.0,24211.0,10.8,10.0,24.2
10215.0,10008.0,24086.0,10.2,10.0,24.1
10076.0,9997.0,23762.0,10.1,10.0,23.8
10441.0,10665.0,24165.0,10.5,10.7,24.2
10305.0,10043.0,24082.0,10.3,10.1,24.1
11113.0,9899.0,23862.0,11.1,9.9,23.9
10488.0,9840.0,24344.0,10.5,9.8,24.4
10240.0,10167.0,24357.0,10.3,10.2,24.4
11548.0,10224.0,24831.0,11.6,10.2,24.9
9342.0,10173.0,25061.0,9.4,10.2,25.1
9799.0,10096.0,24239.0,9.8,10.1,24.3
10472.0,10103.0,24809.0,10.5,10.1,24.8
10343.0,10081.0,24518.0,10.4,10.1,24.5
10451.0,10198.0,25587.0,10.5,10.2,25.6
9277.0,9993.0,25434.0,9.3,10.0,25.5
9918.0,10112.0,24181.0,9.9,10.1,24.2
9666.0,9926.0,24967.0,9.7,9.9,25.0
10562.0,10236.0,24390.0,10.6,10.2,24.4
11271.0,10232.0,24782.0,11.3,10.2,24.8
9839.0,10325.0,25209.0,9.8,10.3,25.2
10757.0,10133.0,24873.0,10.8,10.1,24.9
9735.0,10440.0,24328.0,9.7,10.5,24.4
11518.0,10179.0,25309.0,11.5,10.2,25.3
11554.0,10416.0,24532.0,11.6,10.4,24.6
10891.0,10367.0,24487.0,10.9,10.4,24.5
10723.0,9949.0,25039.0,10.7,10.0,25.1
10582.0,10213.0,25167.0,10.6,10.2,25.2
11014.0,10499.0,24801.0,11.0,10.5,24.8
9834.0,9970.0,24751.0,9.8,10.0,24.8
10824.0,10088.0,25349.0,10.8,10.1,25.4
10113.0,10217.0,24822.0,10.1,10.2,24.8
10735.0,9904.0,24407.0,10.7,9.9,24.4
9303.0,10528.0,24121.0,9.3,10.5,24.1
10718.0,10038.0,23827.0,10.7,10.0,23.9
10131.0,10028.0,24984.0,10.1,10.0,25.0
11730.0,10410.0,24793.0,11.7,10.4,24.8
10293.0,10267.0,23842.0,10.3,10.3,23.9
10778.0,10121.0,25359.0,10.8,10.1,25.4
11254.0,10200.0,25357.0,11.3,10.2,25.4
10194.0,10146.0,26223.0,10.2,10.2,26.2
11340.0,10347.0,24769.0,11.4,10.4,24.8
10167.0,10215.0,24361.0,10.2,10.2,24.4
10449.0,10780.0,24741.0,10.5,10.8,24.8
9988.0,10312.0,24781.0,10.0,10.3,24.8
11199.0,10008.0,25197.0,11.2,10.0,25.2
11025.0,10362.0,25408.0,11.0,10.4,25.4
10894.0,10574.0,25637.0,10.9,10.6,25.7
10441.0,10270.0,25827.0,10.5,10.3,25.9
9518.0,10387.0,24876.0,9.5,10.4,24.9
10421.0,9970.0,25415.0,10.4,10.0,25.4
10651.0,10058.0,25072.0,10.7,10.1,25.1
11428.0,10584.0,25187.0,11.4,10.6,25.2
10553.0,10331.0,24737.0,10.6,10.3,24.8
10579.0,10375.0,25613.0,10.6,10.4,25.6
11608.0,10445.0,25835.0,11.6,10.5,25.9
10712.0,10450.0,24754.0,10.7,10.5,24.8
10912.0,10577.0,24850.0,10.9,10.6,24.9
11003.0,10194.0,25047.0,11.0,10.2,25.1
11452.0,10319.0,25735.0,11.5,10.3,25.8
9870.0,10297.0,25479.0,9.9,10.3,25.5
10688.0,10356.0,25567.0,10.7,10.4,25.6
10656.0,10565.0,25402.0,10.7,10.6,25.4
11163.0,10667.0,24783.0,11.2,10.7,24.8
10751.0,10275.0,26131.0,10.8,10.3,26.2
11007.0,10387.0,25141.0,11.0,10.4,25.2
11412.0,10444.0,25734.0,11.4,10.5,25.8
11389.0,10203.0,24776.0,11.4,10.2,24.8
11150.0,10798.0,24997.0,11.2,10.8,25.0
10435.0,10503.0,25237.0,10.4,10.5,25.3
10515.0,10478.0,25556.0,10.5,10.5,25.6
10426.0,10084.0,26227.0,10.4,10.1,26.3
11296.0,10268.0,26010.0,11.3,10.3,26.0
10520.0,10797.0,24718.0,10.5,10.8,24.7
10816.0,10493.0,26172.0,10.8,10.5,26.2
9945.0,10822.0,25398.0,10.0,10.8,25.4
11122.0,10166.0,25449.0,11.1,10.2,25.5
11020.0,10426.0,26036.0,11.0,10.4,26.1
10681.0,10498.0,24987.0,10.7,10.5,25.0
11148.0,10852.0,25473.0,11.2,10.9,25.5
10879.0,10554.0,25819.0,10.9,10.6,25.8
11831.0,10169.0,26124.0,11.8,10.2,26.2
10847.0,10784.0,25485.0,10.9,10.8,25.5
10657.0,10229.0,26054.0,10.7,10.2,26.1
11179.0,10528.0,25944.0,11.2,10.5,26.0
10970.0,10447.0,25253.0,11.0,10.5,25.3
11047.0,10320.0,25337.0,11.1,10.3,25.4
11033.0,10674.0,25301.0,11.0,10.7,25.3
10927.0,10605.0,25658.0,10.9,10.6,25.7
12026.0,10422.0,25089.0,12.0,10.4,25.1
10593.0,10296.0,26557.0,10.6,10.3,26.6
10461.0,10562.0,25901.0,10.5,10.6,25.9
10267.0,10383.0,25984.0,10.3,10.4,26.0
10305.0,10589.0,25865.0,10.3,10.6,25.9
10440.0,10391.0,24815.0,10.5,10.4,24.8
10809.0,9953.0,25367.0,10.8,10.0,25.4
11438.0,10765.0,25718.0,11.4,10.8,25.7
10221.0,10899.0,25308.0,10.2,10.9,25.3
10811.0,10715.0,25752.0,10.8,10.7,25.8
9808.0,10454.0,26018.0,9.8,10.5,26.0
10610.0,10687.0,25530.0,10.6,10.7,25.6
9683.0,10602.0,25363.0,9.7,10.6,25.4
10002.0,10806.0,25034.0,10.0,10.8,25.1
10535.0,10574.0,25538.0,10.5,10.6,25.6
11127.0,10433.0,25069.0,11.1,10.4,25.1
10680.0,10639.0,25315.0,10.7,10.6,25.3
10348.0,10336.0,25808.0,10.4,10.3,25.8
10764.0,10728.0,25700.0,10.8,10.7,25.7
10790.0,10696.0,25523.0,10.8,10.7,25.5
11443.0,10909.0,25181.0,11.5,10.9,25.2
10976.0,10502.0,25870.0,11.0,10.5,25.9
12407.0,10746.0,25920.0,12.4,10.8,25.9
10394.0,10774.0,26487.0,10.4,10.8,26.5
11247.0,10585.0,25780.0,11.3,10.6,25.8
11545.0,10315.0,25405.0,11.6,10.3,25.4
10260.0,10522.0,26017.0,10.3,10.5,26.0
10399.0,10468.0,25374.0,10.4,10.5,25.4
11635.0,10716.0,24823.0,11.6,10.7,24.8
11395.0,10637.0,26552.0,11.4,10.6,26.6
10776.0,10887.0,26725.0,10.8,10.9,26.8
10234.0,10668.0,26541.0,10.2,10.7,26.6
11437.0,10662.0,25070.0,11.4,10.7,25.1
11201.0,10366.0,25919.0,11.2,10.4,25.9
10453.0,11056.0,26206.0,10.5,11.1,26.2
11338.0,10539.0,26376.0,11.3,10.5,26.4
10200.0,10954.0,24929.0,10.2,11.0,25.0
12083.0,10450.0,25933.0,12.1,10.5,26.0
11035.0,10448.0,26110.0,11.0,10.5,26.1
11108.0,10939.0,26109.0,11.1,10.9,26.1
11100.0,10825.0,26659.0,11.1,10.8,26.7
10636.0,10779.0,26358.0,10.6,10.8,26.4
11339.0,10710.0,25635.0,11.4,10.7,25.7
11817.0,11232.0,25561.0,11.8,11.2,25.6
11129.0,11058.0,25562.0,11.1,11.1,25.6
11139.0,10711.0,25592.0,11.2,10.7,25.6
10635.0,10788.0,26650.0,10.6,10.8,26.7
10532.0,11052.0,25830.0,10.5,11.1,25.9
10899.0,10542.0,25375.0,10.9,10.6,25.4
10631.0,10910.0,26480.0,10.6,10.9,26.5
11740.0,10849.0,26152.0,11.8,10.9,26.2
11490.0,10850.0,25825.0,11.5,10.9,25.9
11383.0,10837.0,25610.0,11.4,10.8,25.6
10229.0,11171.0,26415.0,10.2,11.2,26.4
11899.0,10880.0,25427.0,11.9,10.9,25.5
10560.0,10915.0,26540.0,10.6,10.9,26.6
10529.0,10907.0,25877.0,10.5,10.9,25.9
11122.0,10917.0,26199.0,11.1,10.9,26.2
10223.0,10979.0,26312.0,10.2,11.0,26.3
10813.0,10784.0,25970.0,10.8,10.8,26.0
11166.0,10905.0,25073.0,11.2,10.9,25.1
11193.0,10852.0,25773.0,11.2,10.9,25.8
11206.0,11209.0,26311.0,11.2,11.2,26.3
11342.0,11026.0,25681.0,11.4,11.0,25.7
11116.0,10859.0,27266.0,11.1,10.9,27.3
11752.0,10779.0,25702.0,11.8,10.8,25.7
11305.0,10861.0,26435.0,11.3,10.9,26.5
10599.0,10762.0,26601.0,10.6,10.8,26.6
10338.0,10755.0,26372.0,10.3,10.8,26.4
10304.0,10769.0,26186.0,10.3,10.8,26.2
11437.0,11080.0,26033.0,11.4,11.1,26.1
10821.0,10837.0,26763.0,10.8,10.8,26.8
10823.0,10548.0,26437.0,10.8,10.6,26.5
12016.0,10875.0,25917.0,12.0,10.9,25.9
10816.0,10976.0,26530.0,10.8,11.0,26.6
10739.0,11079.0,25316.0,10.7,11.1,25.3
10748.0,10819.0,25806.0,10.8,10.8,25.8
10718.0,10938.0,26831.0,10.7,10.9,26.9
11695.0,10853.0,26486.0,11.7,10.9,26.5
11352.0,10866.0,27804.0,11.4,10.9,27.8
11881.0,11074.0,25947.0,11.9,11.1,26.0
11404.0,10781.0,26524.0,11.4,10.8,26.6
11223.0,10717.0,26958.0,11.2,10.7,27.0
11050.0,11296.0,25851.0,11.1,11.3,25.9
11910.0,10910.0,26060.0,11.9,10.9,26.1
10825.0,11390.0,26924.0,10.8,11.4,27.0
10875.0,11284.0,26184.0,10.9,11.3,26.2
11770.0,11220.0,26471.0,11.8,11.2,26.5
11717.0,11031.0,26410.0,11.7,11.0,26.4
10974.0,10720.0,27154.0,11.0,10.7,27.2
11780.0,11070.0,25767.0,11.8,11.1,25.8
11254.0,10815.0,27070.0,11.3,10.8,27.1
11359.0,10772.0,25695.0,11.4,10.8,25.7
10952.0,10966.0,27284.0,11.0,11.0,27.3
11216.0,11075.0,26837.0,11.2,11.1,26.9
11033.0,11087.0,27208.0,11.0,11.1,27.2
11075.0,11175.0,26010.0,11.1,11.2,26.0
11214.0,10521.0,26254.0,11.2,10.5,26.3
10826.0,11039.0,26213.0,10.8,11.1,26.2
11336.0,10879.0,26959.0,11.3,10.9,27.0
11251.0,11095.0,26844.0,11.3,11.1,26.9
11708.0,11058.0,26418.0,11.7,11.1,26.4
11423.0,10870.0,26565.0,11.4,10.9,26.6
10974.0,11035.0,26452.0,11.0,11.0,26.5
11026.0,11312.0,26615.0,11.0,11.3,26.6
11056.0,11169.0,26503.0,11.1,11.2,26.5
11233.0,11462.0,26850.0,11.2,11.5,26.9
11207.0,11172.0,26880.0,11.2,11.2,26.9
12049.0,11009.0,26407.0,12.1,11.0,26.4
11706.0,11260.0,26343.0,11.7,11.3,26.4
10866.0,11261.0,27554.0,10.9,11.3,27.6
11751.0,10999.0,26907.0,11.8,11.0,26.9
11641.0,11441.0,26968.0,11.7,11.5,27.0
11476.0,10929.0,26841.0,11.5,10.9,26.9
10445.0,11197.0,26562.0,10.5,11.2,26.6
11086.0,11414.0,26961.0,11.1,11.4,27.0
10871.0,10841.0,26482.0,10.9,10.9,26.5
11693.0,11310.0,25673.0,11.7,11.3,25.7
11574.0,11378.0,27586.0,11.6,11.4,27.6
11682.0,11199.0,27060.0,11.7,11.2,27.1
11492.0,11115.0,25168.0,11.5,11.1,25.2
11811.0,11311.0,26870.0,11.8,11.3,26.9
11006.0,11172.0,26942.0,11.0,11.2,27.0
11192.0,11606.0,27877.0,11.2,11.6,27.9
11523.0,10925.0,27222.0,11.5,10.9,27.2
10945.0,11115.0,27144.0,11.0,11.1,27.2
11526.0,10952.0,26385.0,11.5,11.0,26.4
11831.0,11099.0,26867.0,11.8,11.1,26.9
11498.0,11305.0,27485.0,11.5,11.3,27.5
11298.0,11018.0,26805.0,11.3,11.0,26.8
10987.0,11012.0,26836.0,11.0,11.0,26.9
12814.0,11149.0,26255.0,12.8,11.2,26.3
11608.0,11528.0,26842.0,11.6,11.5,26.9
11431.0,11112.0,26814.0,11.4,11.1,26.8
11558.0,11479.0,26122.0,11.6,11.5,26.1
11775.0,11251.0,26883.0,11.8,11.3,26.9
11517.0,11072.0,27792.0,11.5,11.1,27.8
10940.0,11145.0,26898.0,11.0,11.2,26.9
11375.0,11123.0,26989.0,11.4,11.1,27.0
11233.0,11253.0,26868.0,11.2,11.3,26.9
11407.0,11074.0,27055.0,11.4,11.1,27.1
11152.0,11039.0,26853.0,11.2,11.1,26.9
10943.0,11267.0,26116.0,11.0,11.3,26.1
11084.0,11563.0,27837.0,11.1,11.6,27.9
11755.0,11110.0,26914.0,11.8,11.1,26.9
11411.0,11067.0,26701.0,11.4,11.1,26.7
11455.0,11408.0,26864.0,11.5,11.4,26.9
11680.0,11585.0,26987.0,11.7,11.6,27.0
11175.0,11216.0,27481.0,11.2,11.2,27.5
11450.0,11364.0,27379.0,11.5,11.4,27.4
11325.0,11212.0,27335.0,11.3,11.2,27.4
12533.0,11434.0,27337.0,12.5,11.4,27.4
11625.0,11156.0,27341.0,11.6,11.2,27.4
12627.0,10958.0,26555.0,12.6,11.0,26.6
10572.0,11276.0,26927.0,10.6,11.3,27.0
11131.0,11220.0,27080.0,11.1,11.2,27.1
11895.0,11282.0,27474.0,11.9,11.3,27.5
10937.0,11383.0,27091.0,10.9,11.4,27.1
11679.0,11064.0,27524.0,11.7,11.1,27.6
11381.0,11262.0,27793.0,11.4,11.3,27.8
11510.0,11027.0,27036.0,11.5,11.0,27.1
11763.0,11272.0,26318.0,11.8,11.3,26.3
11192.0,11375.0,26878.0,11.2,11.4,26.9
12165.0,11128.0,26392.0,12.2,11.1,26.4
11672.0,11622.0,27545.0,11.7,11.6,27.6
11735.0,11112.0,26248.0,11.7,11.1,26.3
10991.0,11389.0,26061.0,11.0,11.4,26.1
11588.0,11531.0,26835.0,11.6,11.5,26.9
12142.0,11401.0,27626.0,12.2,11.4,27.7
11705.0,11517.0,26731.0,11.7,11.5,26.8
11742.0,11661.0,27116.0,11.8,11.7,27.1
11065.0,11432.0,26397.0,11.1,11.4,26.4
12382.0,11449.0,26484.0,12.4,11.5,26.5
12007.0,11796.0,27378.0,12.0,11.8,27.4
11559.0,11427.0,26889.0,11.6,11.4,26.9
11450.0,11885.0,27128.0,11.5,11.9,27.2
11539.0,11383.0,27390.0,11.6,11.4,27.4
12837.0,11482.0,27351.0,12.8,11.5,27.4
11095.0,11375.0,27441.0,11.1,11.4,27.5
12474.0,11425.0,27621.0,12.5,11.4,27.6
11517.0,11812.0,27772.0,11.5,11.8,27.8
11514.0,11834.0,27318.0,11.5,11.8,27.3
11159.0,11592.0,27763.0,11.2,11.6,27.8
11548.0,11892.0,27693.0,11.6,11.9,27.7
11917.0,11485.0,27354.0,11.9,11.5,27.4
10989.0,11251.0,28333.0,11.0,11.3,28.4
11974.0,11537.0,28037.0,12.0,11.5,28.1
11176.0,11140.0,27525.0,11.2,11.2,27.6
11202.0,11521.0,27023.0,11.2,11.5,27.1
11364.0,11317.0,27776.0,11.4,11.3,27.8
11427.0,11233.0,28029.0,11.4,11.2,28.1
12493.0,11371.0,26479.0,12.5,11.4,26.5
12737.0,11587.0,26842.0,12.7,11.6,26.9
10986.0,11488.0,26756.0,11.0,11.5,26.8
12461.0,11782.0,27349.0,12.5,11.8,27.4
11252.0,11532.0,27344.0,11.3,11.5,27.4
12221.0,11462.0,27212.0,12.2,11.5,27.2
11846.0,11819.0,27797.0,11.9,11.8,27.8
11789.0,11403.0,27985.0,11.8,11.4,28.0
11100.0,11245.0,26525.0,11.1,11.3,26.6
11394.0,11106.0,26938.0,11.4,11.1,27.0
11591.0,11454.0,27324.0,11.6,11.5,27.4
12816.0,11617.0,26860.0,12.8,11.6,26.9
11675.0,11441.0,28066.0,11.7,11.5,28.1
12321.0,11853.0,26690.0,12.3,11.9,26.7
12232.0,11592.0,28360.0,12.2,11.6,28.4
11976.0,11393.0,27383.0,12.0,11.4,27.4
12397.0,11311.0,26799.0,12.4,11.3,26.8
10891.0,11364.0,28686.0,10.9,11.4,28.7
12165.0,11406.0,26036.0,12.2,11.4,26.1
12102.0,11606.0,26625.0,12.1,11.6,26.7
11264.0,11810.0,28218.0,11.3,11.8,28.2
11640.0,11810.0,28257.0,11.7,11.8,28.3
12150.0,11658.0,27925.0,12.2,11.7,28.0
11416.0,11430.0,27926.0,11.4,11.4,28.0
11624.0,11730.0,26803.0,11.6,11.7,26.8
11814.0,11885.0,28355.0,11.8,11.9,28.4
11374.0,11654.0,27364.0,11.4,11.7,27.4
11234.0,11972.0,27188.0,11.2,12.0,27.2
